Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,IMU.header.seq,IMU.header.stamp.secs,IMU.header.stamp.nsecs,IMU.header.frame_id,IMU.orientation.x,IMU.orientation.y,IMU.orientation.z,IMU.orientation.w,IMU.orientation_covariance,IMU.angular_velocity.x,IMU.angular_velocity.y,IMU.angular_velocity.z,IMU.angular_velocity_covariance,IMU.linear_acceleration.x,IMU.linear_acceleration.y,IMU.linear_acceleration.z,IMU.linear_acceleration_covariance,MagField.header.seq,MagField.header.stamp.secs,MagField.header.stamp.nsecs,MagField.header.frame_id,MagField.magnetic_field.x,MagField.magnetic_field.y,MagField.magnetic_field.z,MagField.magnetic_field_covariance
1666913725.477504,0,1666913725,476755619,IMU1_Frame,0,0,0,,-0.01516833907878092,-0.015066422428363813,0.870047747993054,0.492503645282973,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.8e-05,-1.3e-05,-4.4e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.111,0.434,-9.86,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3484,-0.1337,0.1692,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.5024428,0,1666913725,501732587,IMU1_Frame,0,0,0,,-0.015168207598864416,-0.01506655479651962,0.870052045865019,0.49249605266529384,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000131,-0.000603,-0.00225,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.125,0.431,-9.892,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3504,-0.1366,0.1645,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.52731,0,1666913725,526606321,IMU1_Frame,0,0,0,,-0.015168076117792794,-0.015066687163528035,0.8700563436707259,0.4924884600101092,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000408,-7.3e-05,-0.000147,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.126,0.424,-9.89,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3523,-0.1356,0.1655,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.5529754,0,1666913725,551921844,IMU1_Frame,0,0,0,,-0.015163252673837061,-0.015059623795560658,0.870073665684104,0.4924582213574179,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00116,-0.000153,-0.001302,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.144,0.408,-9.831,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3495,-0.1396,0.1657,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.5780451,0,1666913725,577393293,IMU1_Frame,0,0,0,,-0.015170975858156471,-0.015055192089752686,0.8700694127118941,0.49246563306065494,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001315,0.000919,-5.6e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.14,0.413,-9.856,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3485,-0.1367,0.1634,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.6028187,0,1666913725,602155685,IMU1_Frame,0,0,0,,-0.015181730573056976,-0.01503913302135847,0.8700739304637539,0.49245781043875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000303,0.001393,-0.001065,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.121,0.41,-9.819,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3495,-0.1426,0.1611,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.6286256,0,1666913725,627402305,IMU1_Frame,0,0,0,,-0.015193882414083093,-0.015042161349133581,0.8700652484214222,0.49247268229669605,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000853,-0.000654,-0.000102,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.133,0.397,-9.817,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3494,-0.1327,0.1633,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.6518927,0,1666913725,651417016,IMU1_Frame,0,0,0,,-0.015193882414083093,-0.015042161349133581,0.8700652484214222,0.49247268229669605,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.2e-05,-0.000548,-0.001513,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.124,0.412,-9.824,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3495,-0.1396,0.1634,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.6781127,0,1666913725,677348136,IMU1_Frame,0,0,0,,-0.015186421994745833,-0.015046328273755136,0.8700609063794018,0.492480456244438,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000149,-0.000482,-0.000304,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.132,0.412,-9.854,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3493,-0.1268,0.1679,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.7029471,0,1666913725,702245473,IMU1_Frame,0,0,0,,-0.015186553298151932,-0.015046195746649511,0.8700566086435407,0.49248804893944026,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000665,-0.000572,0.0004,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.113,0.416,-9.857,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3495,-0.1376,0.1669,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.7280695,0,1666913725,727310895,IMU1_Frame,0,0,0,,-0.015181468088356811,-0.015039397990252515,0.8700825253414529,0.49244262470892286,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000188,-0.000152,-0.000848,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.099,0.403,-9.811,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3522,-0.1336,0.169,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.752875,0,1666913725,752313613,IMU1_Frame,0,0,0,,-0.015181205599032105,-0.015039662954565302,0.8700911199541098,0.4924274388290889,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001113,-7.2e-05,-0.000341,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.116,0.38,-9.865,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3504,-0.1356,0.1609,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.7779655,0,1666913725,777310132,IMU1_Frame,0,0,0,,-0.015169316405061087,-0.015036369029277517,0.8700912068126392,0.4924277523389029,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001522,0.000406,-4.8e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.115,0.41,-9.836,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3504,-0.1386,0.1692,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.8029187,0,1666913725,802235126,IMU1_Frame,0,0,0,,-0.015169447621557034,-0.015036236651446705,0.8700869095367053,0.49243534529832833,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000777,-0.000466,-0.000588,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.12,0.42,-9.854,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3503,-0.1327,0.1656,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.8279567,0,1666913725,827216386,IMU1_Frame,0,0,0,,-0.015161461939091271,-0.01504093270055611,0.8700997567484622,0.4924127473183789,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000498,-0.001159,0.000281,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.104,0.435,-9.862,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3503,-0.1267,0.1667,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.8531914,0,1666913725,852245092,IMU1_Frame,0,0,0,,-0.01516172445058023,-0.015040668080835005,0.8700911623922195,0.49242793334895546,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001174,-0.000267,-0.001023,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.106,0.417,-9.818,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3494,-0.1317,0.1633,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.878199,0,1666913725,877318143,IMU1_Frame,0,0,0,,-0.015153738613433106,-0.015045363860352188,0.8701040093452479,0.49240533522055807,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000101,0.000535,-0.000816,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.099,0.422,-9.833,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3495,-0.1406,0.1693,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.9032493,0,1666913725,902562856,IMU1_Frame,0,0,0,,-0.015158692454755776,-0.015052295541272997,0.8700823919581637,0.49244316793550963,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00031,-0.00046,-0.000578,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.137,0.4,-9.815,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3532,-0.1345,0.1643,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.928135,0,1666913725,927277088,IMU1_Frame,0,0,0,,-0.015173482363374137,-0.015044094421066601,0.8700953727709521,0.49242002694711384,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000246,0.00052,-0.001308,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.132,0.414,-9.822,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3485,-0.1347,0.1657,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.9527912,0,1666913725,952127456,IMU1_Frame,0,0,0,,-0.01520081797184894,-0.015038525172528638,0.8700867800658806,0.4924345368150064,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000462,0.000325,-0.000468,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.151,0.405,-9.819,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3503,-0.1307,0.1679,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913725.9783902,0,1666913725,977623224,IMU1_Frame,0,0,0,,-0.015200555497754833,-0.01503879047456073,0.8700953745373764,0.4924193508609149,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000302,-0.001298,-0.001194,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.128,0.399,-9.871,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3503,-0.1267,0.1667,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.0027883,0,1666913726,2306461,IMU1_Frame,0,0,0,,-0.015188141493652182,-0.015036026623108444,0.8701126496436835,0.49238929232001616,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000389,-0.000499,-0.000712,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.097,0.391,-9.809,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3484,-0.1308,0.1633,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.0276458,0,1666913726,27044296,IMU1_Frame,0,0,0,,-0.015187747846190846,-0.015036424242570118,0.8701255400670279,0.49236651265538034,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000526,-7.2e-05,-0.000321,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.094,0.395,-9.835,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3504,-0.1376,0.1657,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.053026,0,1666913726,52302598,IMU1_Frame,0,0,0,,-0.015183844585897641,-0.015028433457236243,0.8701127808246376,0.49238942484280557,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00074,-0.000388,-0.001181,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.099,0.394,-9.871,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3514,-0.1415,0.1598,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.0786068,0,1666913726,77287673,IMU1_Frame,0,0,0,,-0.015176252446153397,-0.015032732179818084,0.8701127365446417,0.4923896059297915,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000609,0.001128,-0.001694,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.119,0.411,-9.849,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3495,-0.1376,0.1669,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.1030753,0,1666913726,102390766,IMU1_Frame,0,0,0,,-0.015172957216168771,-0.015044624066353571,0.8701125609424021,0.4923896545889982,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0005,-0.000344,-0.000899,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.11,0.427,-9.827,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3502,-0.1238,0.1702,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.1278296,0,1666913726,127223014,IMU1_Frame,0,0,0,,-0.01516852908182636,-0.015037163272215257,0.8701169890767446,0.49238219379485987,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000174,-0.000123,-0.000725,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.116,0.4,-9.86,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3493,-0.1258,0.1644,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.152468,0,1666913726,151936292,IMU1_Frame,0,0,0,,-0.01516462570404642,-0.015029173064652226,0.8701042294302798,0.49240510559069944,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000232,0.000778,-0.000998,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.141,0.403,-9.838,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3514,-0.1395,0.1633,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.1778252,0,1666913726,177033424,IMU1_Frame,0,0,0,,-0.015169053968603574,-0.01503663378150388,0.8700998011657227,0.4924125663075511,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000366,-0.000858,-3.1e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.122,0.417,-9.817,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3486,-0.1406,0.1634,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.2029266,0,1666913726,202034235,IMU1_Frame,0,0,0,,-0.015181074352635578,-0.015039795435003691,0.8700954171610464,0.4924198458329211,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000853,0.000795,-0.001173,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.118,0.453,-9.829,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3494,-0.1357,0.1633,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.228352,0,1666913726,227461576,IMU1_Frame,0,0,0,,-0.015189059963912323,-0.015035098804287945,0.8700825696700281,0.49244244355839056,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000599,-6.2e-05,-0.000183,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.137,0.401,-9.856,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3476,-0.1377,0.1682,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.252752,0,1666913726,252038955,IMU1_Frame,0,0,0,,-0.015192223365516202,-0.015023339291148685,0.8700870424051377,0.4924348020443269,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001074,0.000895,1.1e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.123,0.394,-9.833,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3514,-0.1395,0.1633,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.2776058,0,1666913726,277039766,IMU1_Frame,0,0,0,,-0.01519169894279013,-0.015023869590632687,0.870104231092341,0.4924044299769869,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000218,-0.001176,-0.002061,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.138,0.405,-9.836,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3495,-0.1386,0.1622,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.3033564,0,1666913726,301975488,IMU1_Frame,0,0,0,,-0.015186877726749322,-0.015016806629414181,0.8701215497988398,0.49237418985892495,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000714,0.000136,-0.001003,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.11,0.409,-9.846,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3464,-0.118,0.1539,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.3281054,0,1666913726,327036619,IMU1_Frame,0,0,0,,-0.015190518923977964,-0.015025062697538928,0.8701429017621763,0.4923360906318516,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000191,-0.002033,-0.000366,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.132,0.423,-9.822,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3485,-0.1328,0.1504,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.3523197,0,1666913726,351785182,IMU1_Frame,0,0,0,,-0.015185305087167904,-0.015018396913189,0.8701731063323597,0.49228306824372847,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6e-05,-0.000919,0.000309,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.123,0.391,-9.806,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3503,-0.1121,0.1206,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.3779418,0,1666913726,377235651,IMU1_Frame,0,0,0,,-0.015160610739111515,-0.015012731255600556,0.8702033503719458,0.49223053824778557,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001241,-0.003794,-0.000707,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.15,0.425,-9.843,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3494,-0.123,0.1244,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.4022913,0,1666913726,401729106,IMU1_Frame,0,0,0,,-0.015167155847935522,-0.015009492827073471,0.8702377565472466,0.4921696044943995,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001602,0.000935,0.000564,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.222,0.489,-9.828,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3512,-0.116,0.1336,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.4270957,0,1666913726,426615238,IMU1_Frame,0,0,0,,-0.015158514418615349,-0.015014847929845306,0.8702720702377618,0.49210903014102936,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000968,-0.002892,-0.001038,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.179,0.35,-9.684,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3503,-0.1219,0.1419,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.4520702,0,1666913726,451580762,IMU1_Frame,0,0,0,,-0.015161760078183215,-0.015023501012925936,0.8703062927367126,0.4920481401972026,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.3e-05,0.000295,-0.000552,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.201,0.446,-9.844,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3512,-0.1228,0.1466,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.4770355,0,1666913726,476603507,IMU1_Frame,0,0,0,,-0.01516388092364886,-0.015012801429944142,0.8703451105872296,0.4919797363565508,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000216,0.001856,0.000255,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.056,0.467,-9.729,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3473,-0.1131,0.1443,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.501991,0,1666913726,501548051,IMU1_Frame,0,0,0,,-0.015155238326232157,-0.01501815464732113,0.8703794110616546,0.49191915451853635,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000686,-0.001238,0.000758,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.327,0.333,-9.945,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3482,-0.1101,0.1525,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913726.5272574,0,1666913726,526813983,IMU1_Frame,0,0,0,,-0.015142564852605692,-0.015015646651547893,0.8704052536382328,0.49187389392433084,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000951,-0.00031,-0.001347,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.108,0.358,-9.808,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3474,-0.121,0.1421,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
