Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1666914153.592367,0,85345,0,GPS1_Frame,42.34016316666666,-71.089222,7.2,327896.55972239596,4689659.155349872,19.0,T
1666914155.4049695,0,85346,0,GPS1_Frame,42.34018016666667,-71.08917716666666,7.2,327900.29948491114,4689660.9523241175,19.0,T
1666914157.2175741,0,85347,0,GPS1_Frame,42.34019833333333,-71.08913483333335,6.9,327903.83647787565,4689662.883909896,19.0,T
1666914159.0297618,0,85348,0,GPS1_Frame,42.340212666666666,-71.08909233333334,6.9,327907.37674078625,4689664.389497425,19.0,T
1666914160.8445368,0,85349,0,GPS1_Frame,42.340229,-71.08905299999999,6.8,327910.66158786335,4689666.123580753,19.0,T
1666914162.6603544,0,85351,0,GPS1_Frame,42.340245,-71.08901166666666,6.7,327914.110284191,4689667.816603599,19.0,T
1666914164.4743555,0,85352,0,GPS1_Frame,42.34026283333333,-71.08896533333333,6.5,327917.975880804,4689669.703086516,19.0,T
1666914166.2882535,0,85353,0,GPS1_Frame,42.34028433333333,-71.08891166666668,6.5,327922.4555985164,4689671.981885714,19.0,T
1666914167.9014997,0,85367,0,GPS1_Frame,42.34067666666667,-71.0879425,7.4,328003.3654143576,4689713.586568169,19.0,T
1666914171.1254766,0,85368,0,GPS1_Frame,42.34070383333333,-71.0878695,7.3,328009.4531965919,4689716.455553024,19.0,T
1666914172.9389677,0,85369,0,GPS1_Frame,42.340730833333325,-71.08779916666667,7.4,328015.32084055553,4689719.311429942,19.0,T
1666914174.7528594,0,85370,0,GPS1_Frame,42.3407575,-71.08773166666667,7.5,328020.9541622562,4689722.136028422,19.0,T
1666914176.5677264,0,85371,0,GPS1_Frame,42.3407835,-71.08766733333333,7.6,328026.32479348755,4689724.893007966,19.0,T
1666914178.3832424,0,85372,0,GPS1_Frame,42.34080433333334,-71.0876105,7.1,328031.06348902744,4689727.091441473,19.0,T
1666914180.195067,0,85373,0,GPS1_Frame,42.340820833333325,-71.08756466666667,7.1,328034.88419463875,4689728.830941863,19.0,T
1666914182.0079992,0,85374,0,GPS1_Frame,42.34083283333333,-71.08753333333334,7.0,328037.49812964944,4689730.100079307,19.0,T
1666914183.8218498,0,85375,0,GPS1_Frame,42.34083966666667,-71.08751649999999,6.7,328038.9034778494,4689730.824824193,19.0,T
1666914185.6368368,0,85376,0,GPS1_Frame,42.34084516666667,-71.08750466666667,6.6,328039.8932941224,4689731.411625063,19.0,T
1666914187.4518657,0,85376,0,GPS1_Frame,42.340853,-71.0874895,6.5,328041.16406902514,4689732.250783585,19.0,T
1666914189.2657814,0,85377,0,GPS1_Frame,42.34086633333333,-71.087464,6.4,328043.3010902763,4689733.679777312,19.0,T
1666914191.0775344,0,85378,0,GPS1_Frame,42.34088066666666,-71.08743216666667,6.5,328045.96257232106,4689735.207005616,19.0,T
1666914192.8921194,0,85420,0,GPS1_Frame,42.34089383333333,-71.087399,6.5,328048.73071187607,4689736.601988921,19.0,T
1666914194.7072196,0,85381,0,GPS1_Frame,42.3409045,-71.08737083333334,6.5,328051.0801389774,4689737.729478847,19.0,T
1666914195.715443,0,85395,0,GPS1_Frame,42.3412075,-71.08683616666667,6.5,328095.9513536116,4689770.294201466,19.0,T
1666914198.9425066,0,85396,0,GPS1_Frame,42.34124983333333,-71.086776,6.2,328101.02318367606,4689774.873353767,19.0,T
1666914200.7575848,0,85397,0,GPS1_Frame,42.341286499999995,-71.0867235,6.2,328105.44799407525,4689778.838768829,19.0,T
1666914202.5726485,0,85397,0,GPS1_Frame,42.34131433333334,-71.0866875,6.3,328108.48947874474,4689781.856669151,19.0,T
1666914204.3875048,0,85398,0,GPS1_Frame,42.34133116666667,-71.08666716666667,6.4,328110.2103852815,4689783.684776362,19.0,T
1666914206.201788,0,85399,0,GPS1_Frame,42.341339,-71.08665616666667,6.3,328111.13789750997,4689784.532370663,19.0,T
1666914208.0156016,0,85400,0,GPS1_Frame,42.34134266666667,-71.08665216666667,6.3,328111.47740422987,4689784.931439704,19.0,T
1666914209.8307533,0,85402,0,GPS1_Frame,42.3413415,-71.086652,6.4,328111.4879547701,4689784.801553258,19.0,T
1666914211.6433277,0,85403,0,GPS1_Frame,42.341340833333334,-71.0866535,6.6,328111.3625700094,4689784.730557425,19.0,T
1666914213.4573433,0,85404,0,GPS1_Frame,42.34134000000001,-71.08665416666666,6.7,328111.3053799848,4689784.639369821,19.0,T
1666914215.273569,0,85405,0,GPS1_Frame,42.341338166666674,-71.086654,7.0,328111.3141138132,4689784.435455088,19.0,T
1666914217.0883014,0,85406,0,GPS1_Frame,42.34133416666667,-71.08665133333334,7.4,328111.52289010223,4689783.985894324,19.0,T
1666914218.9037564,0,85407,0,GPS1_Frame,42.34133083333333,-71.08664900000001,7.8,328111.7060235538,4689783.611035735,19.0,T
1666914220.717461,0,85408,0,GPS1_Frame,42.34132983333334,-71.086648,7.9,328111.78567721095,4689783.497971672,19.0,T
1666914222.532046,0,85409,0,GPS1_Frame,42.341329333333334,-71.0866475,8.0,328111.82550403837,4689783.441439639,19.0,T
1666914225.553295,0,85424,0,GPS1_Frame,42.34131949999999,-71.08662616666668,10.3,328113.5561205105,4689782.306394475,19.0,T
1666914227.367093,0,85425,0,GPS1_Frame,42.34132016666668,-71.086626,10.2,328113.57166698494,4689782.380085829,19.0,T
1666914229.1835365,0,85426,0,GPS1_Frame,42.341321,-71.08662566666666,10.2,328113.60139742016,4689782.471947319,19.0,T
1666914230.9942925,0,85427,0,GPS1_Frame,42.34132150000001,-71.08662566666666,10.2,328113.60275993496,4689782.527468537,19.0,T
1666914232.808767,0,85427,0,GPS1_Frame,42.341322000000005,-71.08662583333333,10.2,328113.59039266035,4689782.583326688,19.0,T
1666914234.6255014,0,85428,0,GPS1_Frame,42.34132216666667,-71.08662633333333,10.3,328113.5496574703,4689782.602844565,19.0,T
1666914236.4390807,0,85429,0,GPS1_Frame,42.34132233333333,-71.08662716666666,10.4,328113.4814627061,4689782.623036311,19.0,T
1666914238.2545745,0,85430,0,GPS1_Frame,42.3413225,-71.08662783333332,10.5,328113.4269977273,4689782.642891125,19.0,T
1666914240.0690093,0,85431,0,GPS1_Frame,42.34132283333334,-71.08662899999999,10.7,328113.33179755975,4689782.682263818,19.0,T
1666914241.8834603,0,85433,0,GPS1_Frame,42.341322999999996,-71.08663,10.8,328113.24987300776,4689782.702792502,19.0,T
1666914243.7000728,0,85434,0,GPS1_Frame,42.341323333333335,-71.08663116666666,10.9,328113.1546728419,4689782.742165197,19.0,T
1666914245.5150883,0,85435,0,GPS1_Frame,42.3413235,-71.08663233333333,11.0,328113.0590185062,4689782.763030821,19.0,T
1666914247.3308918,0,85436,0,GPS1_Frame,42.341323333333335,-71.0866335,11.3,328112.96245582006,4689782.746882301,19.0,T
1666914249.1466424,0,85437,0,GPS1_Frame,42.341323333333335,-71.08663416666667,11.3,328112.9075366722,4689782.748230047,19.0,T
1666914250.9605238,0,85438,0,GPS1_Frame,42.3413225,-71.08663416666667,11.6,328112.90526580496,4689782.655694686,19.0,T
1666914252.7745469,0,85439,0,GPS1_Frame,42.34132183333333,-71.08663433333332,11.7,328112.88971932384,4689782.582003335,19.0,T
1666914255.4041092,0,85454,0,GPS1_Frame,42.341325000000005,-71.08661983333333,9.6,328114.09284008015,4689782.904324344,19.0,T
1666914257.2215312,0,85455,0,GPS1_Frame,42.34132516666667,-71.08662,9.5,328114.07956446393,4689782.923168351,19.0,T
1666914259.0361722,0,85456,0,GPS1_Frame,42.34132666666666,-71.08661866666667,9.5,328114.1934902873,4689783.087036529,19.0,T
1666914260.8529236,0,85457,0,GPS1_Frame,42.341334,-71.08661116666667,9.4,328114.8313140946,4689783.886185709,19.0,T
1666914262.667945,0,85458,0,GPS1_Frame,42.34134916666667,-71.08659566666667,9.3,328116.1495131296,4689785.538994658,19.0,T
1666914264.4849215,0,85459,0,GPS1_Frame,42.34136883333334,-71.08657483333333,9.5,328117.91932680964,4689787.680713124,19.0,T
1666914266.3009176,0,85460,0,GPS1_Frame,42.34139283333334,-71.086555,9.7,328119.61856887286,4689790.305637429,19.0,T
1666914268.1164393,0,85461,0,GPS1_Frame,42.341420166666666,-71.08654416666667,9.9,328120.58548540843,4689793.318897306,19.0,T
1666914269.9307177,0,85462,0,GPS1_Frame,42.3414475,-71.0865445,10.7,328120.63250727596,4689796.354731019,19.0,T
1666914271.7432218,0,85463,0,GPS1_Frame,42.34146883333333,-71.08655316666666,11.1,328119.97669184336,4689798.741156271,19.0,T
1666914273.5595639,0,85463,0,GPS1_Frame,42.341481333333334,-71.08656166666667,11.8,328119.3105362349,4689800.146369837,19.0,T
1666914275.3798184,0,85464,0,GPS1_Frame,42.34149216666666,-71.08657116666667,11.9,328118.5574608012,4689801.368534309,19.0,T
1666914277.1956215,0,85465,0,GPS1_Frame,42.341507666666665,-71.08658466666667,12.1,328117.4875882886,4689803.116983183,19.0,T
1666914279.009788,0,85466,0,GPS1_Frame,42.34153,-71.08660400000001,12.1,328115.9557962181,4689805.636014813,19.0,T
1666914280.8243842,0,85467,0,GPS1_Frame,42.3415545,-71.08662616666668,12.1,328114.1965040271,4689808.40136666,19.0,T
1666914282.6388097,0,85481,0,GPS1_Frame,42.34187266666666,-71.0870775,13.0,328077.883584059,4689844.643889986,19.0,T
1666914285.8607075,0,85482,0,GPS1_Frame,42.34188183333334,-71.0870905,13.0,328076.8376552344,4689845.688065821,19.0,T
1666914287.6736293,0,85484,0,GPS1_Frame,42.34188566666667,-71.08709533333334,12.9,328076.4499433351,4689846.12350185,19.0,T
1666914289.490452,0,85485,0,GPS1_Frame,42.341889666666674,-71.08710116666666,12.9,328075.9803077812,4689846.579467052,19.0,T
1666914291.3046398,0,85486,0,GPS1_Frame,42.34189816666667,-71.08711566666666,13.1,328074.80899544,4689847.552648026,19.0,T
1666914293.1204488,0,85487,0,GPS1_Frame,42.34191216666667,-71.0871375,13.1,328073.0485698711,4689849.151391439,19.0,T
1666914294.9363663,0,85488,0,GPS1_Frame,42.34192816666667,-71.087162,12.9,328071.0739221354,4689850.977612571,19.0,T
1666914296.7502763,0,85489,0,GPS1_Frame,42.34194333333333,-71.08718616666667,13.4,328069.12446324143,4689852.710624868,19.0,T
1666914298.5660815,0,85490,0,GPS1_Frame,42.34195716666667,-71.087206,13.7,328067.52834177006,4689854.286818368,19.0,T
1666914300.3807683,0,85491,0,GPS1_Frame,42.34196883333334,-71.08721983333334,13.8,328066.42058231554,4689855.610287131,19.0,T
1666914302.1981351,0,85492,0,GPS1_Frame,42.34197483333334,-71.08722683333333,13.9,328065.8602922365,4689856.290697172,19.0,T
1666914304.0138907,0,85493,0,GPS1_Frame,42.341979499999994,-71.08722833333333,14.9,328065.7494460668,4689856.811928558,19.0,T
1666914305.828059,0,85494,0,GPS1_Frame,42.341982666666674,-71.08722683333333,14.5,328065.88164472807,4689857.16052968,19.0,T
1666914307.64264,0,85494,0,GPS1_Frame,42.341984000000004,-71.08722716666666,14.4,328065.85781990597,4689857.309260344,19.0,T
1666914309.45907,0,85495,0,GPS1_Frame,42.34198500000001,-71.08722733333335,14.4,328065.84681611334,4689857.420639826,19.0,T
1666914310.6717927,0,85510,0,GPS1_Frame,42.34205266666666,-71.087321,13.6,328058.3152140478,4689865.1239289865,19.0,T
1666914313.8956664,0,85511,0,GPS1_Frame,42.3420765,-71.0873615,13.6,328055.0438846098,4689867.852344218,19.0,T
1666914315.711836,0,85512,0,GPS1_Frame,42.342101666666665,-71.08740283333333,13.3,328051.7075444058,4689870.730502968,19.0,T
1666914317.526392,0,85513,0,GPS1_Frame,42.342128,-71.08744166666666,13.3,328048.5803316365,4689873.733156907,19.0,T
1666914319.340622,0,85514,0,GPS1_Frame,42.342152000000006,-71.0874775,13.4,328045.69389338815,4689876.470645948,19.0,T
1666914321.1586475,0,85515,0,GPS1_Frame,42.34217316666666,-71.08751166666666,13.5,328042.93702911003,4689878.890145181,19.0,T
1666914322.9745018,0,85515,0,GPS1_Frame,42.342191666666665,-71.08754466666666,13.0,328040.2690038569,4689881.011172762,19.0,T
1666914324.7873058,0,85516,0,GPS1_Frame,42.342214,-71.08758216666666,12.9,328037.24073207343,4689883.566965587,19.0,T
1666914326.6027067,0,85517,0,GPS1_Frame,42.34223683333333,-71.087629,12.7,328033.44496869855,4689886.197158479,19.0,T
1666914328.4161775,0,85518,0,GPS1_Frame,42.34225616666666,-71.0876835,12.3,328029.00810465397,4689888.454211816,19.0,T
1666914330.2312667,0,85520,0,GPS1_Frame,42.342271333333336,-71.08774916666667,12.4,328023.64000083966,4689890.271177974,19.0,T
1666914332.044877,0,85521,0,GPS1_Frame,42.34228366666666,-71.08782383333333,11.9,328017.52277688775,4689891.791732998,19.0,T
1666914333.8607137,0,85522,0,GPS1_Frame,42.342294499999994,-71.08790466666666,11.1,328010.8934708714,4689893.158204022,19.0,T
1666914335.67261,0,85523,0,GPS1_Frame,42.34230666666667,-71.08799033333334,11.2,328003.8696452809,4689894.682515538,19.0,T
1666914337.4880838,0,85524,0,GPS1_Frame,42.34232099999999,-71.08807616666667,11.9,327996.8380012688,4689896.447763352,19.0,T
1666914338.6997206,0,85538,0,GPS1_Frame,42.342503333333326,-71.08925716666666,12.0,327900.0477585833,4689919.08437341,19.0,T
1666914341.9212098,0,85539,0,GPS1_Frame,42.3425205,-71.08934983333333,11.9,327892.4609804751,4689921.178179715,19.0,T
1666914343.7325885,0,85540,0,GPS1_Frame,42.34253666666667,-71.08944216666667,12.0,327884.8989367733,4689923.160277119,19.0,T
1666914345.5469677,0,85541,0,GPS1_Frame,42.342550333333335,-71.08953383333333,12.2,327877.3849927918,4689924.863427007,19.0,T
1666914347.3620932,0,85542,0,GPS1_Frame,42.342563999999996,-71.08961599999999,11.9,327870.6536346644,4689926.547352098,19.0,T
1666914349.1785095,0,85543,0,GPS1_Frame,42.34257733333334,-71.08970033333334,11.4,327863.74288602575,4689928.198656229,19.0,T
1666914350.9941869,0,85544,0,GPS1_Frame,42.34259216666666,-71.08978566666666,11.2,327856.7538570619,4689930.01855567,19.0,T
1666914352.8114944,0,85545,0,GPS1_Frame,42.34260716666666,-71.08986633333333,11.4,327850.14971255895,4689931.847520377,19.0,T
1666914354.6268866,0,85545,0,GPS1_Frame,42.34262366666667,-71.08993666666667,13.7,327844.40089477145,4689933.822131841,19.0,T
1666914356.442753,0,85546,0,GPS1_Frame,42.34263333333333,-71.08999316666667,13.8,327839.77297717694,4689935.009946866,19.0,T
1666914358.2602522,0,85547,0,GPS1_Frame,42.342645499999996,-71.09003733333334,14.6,327836.1678680869,4689936.4503970165,19.0,T
1666914360.074427,0,85548,0,GPS1_Frame,42.34265216666666,-71.09006316666667,15.6,327834.05799256684,4689937.242991147,19.0,T
